artwork_id,title,category,medium,date,height_cm,width_cm,image_url_template,collecting_institution,image_url_normalized
515b0b3f38ad2dfc770003a5,Judith and Her Servant Standing,Print,Engraving,,,,https://d32dm0rphc51dk.cloudfront.net/TInR6ZALdqzANBJysH1QvQ/{image_version}.jpg,"National Gallery of Art, Washington D.C.",https://d32dm0rphc51dk.cloudfront.net/TInR6ZALdqzANBJysH1QvQ/normalized.jpg
515b0b4b05635113a50005d2,Ornament with Two Genii Riding on Two Chimeras,Print,Engraving,1544,,,https://d32dm0rphc51dk.cloudfront.net/HT8pdU6rDTP8IopFvOGe6A/{image_version}.jpg,"National Gallery of Art, Washington D.C.",https://d32dm0rphc51dk.cloudfront.net/HT8pdU6rDTP8IopFvOGe6A/normalized.jpg
515b0b5c38ad2dfc770003c0,Joseph of Arimathea Among the Rocks of Albion,Print,Engraving,ca. 1803/1810,,,https://d32dm0rphc51dk.cloudfront.net/YTT0S-oP-Hi_ZHigo733tA/{image_version}.jpg,"National Gallery of Art, Washington D.C.",https://d32dm0rphc51dk.cloudfront.net/YTT0S-oP-Hi_ZHigo733tA/normalized.jpg
515b0b73056351dc3300059d,Ornament with Three Satyrs,Print,Engraving,,,,https://d32dm0rphc51dk.cloudfront.net/aEyXH6rxrIxrrAqDFt_WZA/{image_version}.jpg,"National Gallery of Art, Washington D.C.",https://d32dm0rphc51dk.cloudfront.net/aEyXH6rxrIxrrAqDFt_WZA/normalized.jpg
515b0b9f38ad2d78ca00037f,Saint Philip,Print,Engraving,ca. 1480,,,https://d32dm0rphc51dk.cloudfront.net/5ICXSEQAfSA01r4RUFJQlw/{image_version}.jpg,"National Gallery of Art, Washington D.C.",https://d32dm0rphc51dk.cloudfront.net/5ICXSEQAfSA01r4RUFJQlw/normalized.jpg
515b0c0a9562c86fb80004ac,Saint Christopher Carrying the Infant Christ,Print,Engraving,ca. 1521,,,https://d32dm0rphc51dk.cloudfront.net/u3CZpOZIXBUDwr7MWYxGYw/{image_version}.jpg,"National Gallery of Art, Washington D.C.",https://d32dm0rphc51dk.cloudfront.net/u3CZpOZIXBUDwr7MWYxGYw/normalized.jpg
515b0c18223afa7ea80003af,Caritas (Charity),Print,Engraving,1530,,,https://d32dm0rphc51dk.cloudfront.net/qCRNVMXs4aEnu91YykbAWA/{image_version}.jpg,"National Gallery of Art, Washington D.C.",https://d32dm0rphc51dk.cloudfront.net/qCRNVMXs4aEnu91YykbAWA/normalized.jpg
515b0c3a38ad2dfc77000440,Virginius Killing His Daughter,Print,Engraving,,,,https://d32dm0rphc51dk.cloudfront.net/tcPahzNa11-Ke09IGvpnDg/{image_version}.jpg,"National Gallery of Art, Washington D.C.",https://d32dm0rphc51dk.cloudfront.net/tcPahzNa11-Ke09IGvpnDg/normalized.jpg
515b0c669562c86fb80004cd,Head of an Aged Man,Print,Engraving,ca. 1480/1490,,,https://d32dm0rphc51dk.cloudfront.net/7farI2MOJHGVXONXE0FjlQ/{image_version}.jpg,"National Gallery of Art, Washington D.C.",https://d32dm0rphc51dk.cloudfront.net/7farI2MOJHGVXONXE0FjlQ/normalized.jpg
515b0c7638ad2dfc77000477,The Crucifixion,Print,Engraving,ca. 1475,,,https://d32dm0rphc51dk.cloudfront.net/etzCyZMf09zU9A53ToOvwQ/{image_version}.jpg,"National Gallery of Art, Washington D.C.",https://d32dm0rphc51dk.cloudfront.net/etzCyZMf09zU9A53ToOvwQ/normalized.jpg
515b0cc2223afa7ea800040d,Peasant and Egg Woman,Print,Engraving,,,,https://d32dm0rphc51dk.cloudfront.net/xuJTPQSigA4Tcb61kwDCVg/{image_version}.jpg,"National Gallery of Art, Washington D.C.",https://d32dm0rphc51dk.cloudfront.net/xuJTPQSigA4Tcb61kwDCVg/normalized.jpg
515b0cd6056351dc33000650,Pierre de Carcavy,Print,Engraving,1675,,,https://d32dm0rphc51dk.cloudfront.net/kWj4HxsJrTBiujt5ZWoyMw/{image_version}.jpg,"National Gallery of Art, Washington D.C.",https://d32dm0rphc51dk.cloudfront.net/kWj4HxsJrTBiujt5ZWoyMw/normalized.jpg
515b0d0738ad2dfc770004b4,Goblet with base decorated with two large scallops,Print,Engraving,published 1579,,,https://d32dm0rphc51dk.cloudfront.net/WguG0tcx-R2RAZfsbQ1e0Q/{image_version}.jpg,"National Gallery of Art, Washington D.C.",https://d32dm0rphc51dk.cloudfront.net/WguG0tcx-R2RAZfsbQ1e0Q/normalized.jpg
515b0d2a38ad2d78ca000420,The Vision of Saint Peter,Print,Engraving,,,,https://d32dm0rphc51dk.cloudfront.net/pADcakY2ibHBYBKaMm9-Pw/{image_version}.jpg,"National Gallery of Art, Washington D.C.",https://d32dm0rphc51dk.cloudfront.net/pADcakY2ibHBYBKaMm9-Pw/normalized.jpg
515b0d5405635113a50006e8,The Entombment,Print,Engraving,,,,https://d32dm0rphc51dk.cloudfront.net/serrTjAETn1LouvB-5togA/{image_version}.jpg,"National Gallery of Art, Washington D.C.",https://d32dm0rphc51dk.cloudfront.net/serrTjAETn1LouvB-5togA/normalized.jpg
515b0d769562c8fee2000521,Moses Surrounded by the Patriarchs,Print,Engraving,ca. 1555,,,https://d32dm0rphc51dk.cloudfront.net/dwnSYM4mlfujq6KUP2eV3w/{image_version}.jpg,"National Gallery of Art, Washington D.C.",https://d32dm0rphc51dk.cloudfront.net/dwnSYM4mlfujq6KUP2eV3w/normalized.jpg
515b0d86223afae9a5000381,Head of a Woman Wearing a Striped Bonnet,Print,Engraving,,,,https://d32dm0rphc51dk.cloudfront.net/IaMIkw7nlgepByFEnWXEvg/{image_version}.jpg,"National Gallery of Art, Washington D.C.",https://d32dm0rphc51dk.cloudfront.net/IaMIkw7nlgepByFEnWXEvg/normalized.jpg
515b0dc1056351dc330006fa,La Maitresse d'ecole,Print,Engraving,1740,,,https://d32dm0rphc51dk.cloudfront.net/8OHg8HOSHG1x2zvXGzKzmA/{image_version}.jpg,"National Gallery of Art, Washington D.C.",https://d32dm0rphc51dk.cloudfront.net/8OHg8HOSHG1x2zvXGzKzmA/normalized.jpg
515b0dc7223afa7c74000035,Pride,Print,Engraving,,,,https://d32dm0rphc51dk.cloudfront.net/Za-7AXKVPqoTAFEEV5I0bQ/{image_version}.jpg,"National Gallery of Art, Washington D.C.",https://d32dm0rphc51dk.cloudfront.net/Za-7AXKVPqoTAFEEV5I0bQ/normalized.jpg
515b0e2f9562c8fee20005cf,The Triumph of Death,Print,Engraving,,,,https://d32dm0rphc51dk.cloudfront.net/5HLQhuueDLGKxCTyj4a7Eg/{image_version}.jpg,"National Gallery of Art, Washington D.C.",https://d32dm0rphc51dk.cloudfront.net/5HLQhuueDLGKxCTyj4a7Eg/normalized.jpg
515b0e5a38ad2dfc770005a8,Saint Francis Adoring the Christ Child,Print,Engraving,,,,https://d32dm0rphc51dk.cloudfront.net/AkQyYV5ybuL3ODluXIZ7yw/{image_version}.jpg,"National Gallery of Art, Washington D.C.",https://d32dm0rphc51dk.cloudfront.net/AkQyYV5ybuL3ODluXIZ7yw/normalized.jpg
515b0e8a056351dc3300079f,The Woman Clothed with the Sun,Print,Engraving,1546/1556,,,https://d32dm0rphc51dk.cloudfront.net/WKZJMXzygqDSIr_eRIRIzQ/{image_version}.jpg,"National Gallery of Art, Washington D.C.",https://d32dm0rphc51dk.cloudfront.net/WKZJMXzygqDSIr_eRIRIzQ/normalized.jpg
515b0e8d223afa7c74000104,Ecce Homo,Print,Engraving,1509,,,https://d32dm0rphc51dk.cloudfront.net/YvlDy3QWXTGfv_s85MvdEg/{image_version}.jpg,"National Gallery of Art, Washington D.C.",https://d32dm0rphc51dk.cloudfront.net/YvlDy3QWXTGfv_s85MvdEg/normalized.jpg
515b0eb6223afa7c74000122,Les divers pourtraicts et figures XIII,Print,Engraving,ca. 1600,,,https://d32dm0rphc51dk.cloudfront.net/HgSnWa2TlNyRciag32bt3w/{image_version}.jpg,"National Gallery of Art, Washington D.C.",https://d32dm0rphc51dk.cloudfront.net/HgSnWa2TlNyRciag32bt3w/normalized.jpg
515b0eb6223afae9a5000499,The Virgin in the Niche,Print,Engraving,ca. 1518,,,https://d32dm0rphc51dk.cloudfront.net/2cicyn2yDtc581Nz_Q6X1A/{image_version}.jpg,"National Gallery of Art, Washington D.C.",https://d32dm0rphc51dk.cloudfront.net/2cicyn2yDtc581Nz_Q6X1A/normalized.jpg
515b0ef9223afa7c7400015a,January and February,Print,Engraving,1546,,,https://d32dm0rphc51dk.cloudfront.net/mJZGLdOOXyvF_mI5cCK2-A/{image_version}.jpg,"National Gallery of Art, Washington D.C.",https://d32dm0rphc51dk.cloudfront.net/mJZGLdOOXyvF_mI5cCK2-A/normalized.jpg
515b0eff9562c8fee200063a,The Virgin with the Swaddled Child,Print,Engraving,1520,,,https://d32dm0rphc51dk.cloudfront.net/NPSDuEXCacdX39UqXl9BsQ/{image_version}.jpg,"National Gallery of Art, Washington D.C.",https://d32dm0rphc51dk.cloudfront.net/NPSDuEXCacdX39UqXl9BsQ/normalized.jpg
515b0f1638ad2d78ca00051b,The Flagellation,Print,Engraving,ca. 1480,,,https://d32dm0rphc51dk.cloudfront.net/3CODFpcCR3Uw2D0gbmcyCw/{image_version}.jpg,"National Gallery of Art, Washington D.C.",https://d32dm0rphc51dk.cloudfront.net/3CODFpcCR3Uw2D0gbmcyCw/normalized.jpg
515b0f38056351dc330007fa,A Native Dance,Print,Engraving,published 1723,,,https://d32dm0rphc51dk.cloudfront.net/GNYPNTVP4AtLN8J_u7k_RQ/{image_version}.jpg,"National Gallery of Art, Washington D.C.",https://d32dm0rphc51dk.cloudfront.net/GNYPNTVP4AtLN8J_u7k_RQ/normalized.jpg
515b0f6905635113a5000848,The Promenade,Print,Engraving,1520,,,https://d32dm0rphc51dk.cloudfront.net/WdO-F2dAfbFvZK8tvcbegw/{image_version}.jpg,"National Gallery of Art, Washington D.C.",https://d32dm0rphc51dk.cloudfront.net/WdO-F2dAfbFvZK8tvcbegw/normalized.jpg
515b0f7a38ad2dfc77000627,The Chief Priests and Pharisees,Print,Engraving,probably c. 1576/1580,,,https://d32dm0rphc51dk.cloudfront.net/vGyYUY1qGVBsnQJ7q-WO2w/{image_version}.jpg,"National Gallery of Art, Washington D.C.",https://d32dm0rphc51dk.cloudfront.net/vGyYUY1qGVBsnQJ7q-WO2w/normalized.jpg
515b100b05635113a50008c2,Johannes Been,Print,Engraving,,,,https://d32dm0rphc51dk.cloudfront.net/z7Gw2JRkMrhI9igzibCwgg/{image_version}.jpg,"National Gallery of Art, Washington D.C.",https://d32dm0rphc51dk.cloudfront.net/z7Gw2JRkMrhI9igzibCwgg/normalized.jpg
515b104b223afa7c74000200,Trinitatis delicia Virgo Maria,Print,Engraving,,,,https://d32dm0rphc51dk.cloudfront.net/x2s3whz-bG0LhylriqJF5g/{image_version}.jpg,"National Gallery of Art, Washington D.C.",https://d32dm0rphc51dk.cloudfront.net/x2s3whz-bG0LhylriqJF5g/normalized.jpg
515b1076223afa7c7400020e,Saint Matthew? Saint Thomas?,Print,Engraving,ca. 1470/1480,,,https://d32dm0rphc51dk.cloudfront.net/QJevYpi9UQsHYIZulPVJFQ/{image_version}.jpg,"National Gallery of Art, Washington D.C.",https://d32dm0rphc51dk.cloudfront.net/QJevYpi9UQsHYIZulPVJFQ/normalized.jpg
515b107d38ad2dfc7700067d,The Parable of the Wise and Foolish Virgins,Print,Engraving,,,,https://d32dm0rphc51dk.cloudfront.net/Ms71PFuPkicWLn4RWXeA8A/{image_version}.jpg,"National Gallery of Art, Washington D.C.",https://d32dm0rphc51dk.cloudfront.net/Ms71PFuPkicWLn4RWXeA8A/normalized.jpg
515b10a69562c86fb800070e,"Marie d'Orléans-Longueville, Duchesse de Nemours",Print,Engraving,1654,,,https://d32dm0rphc51dk.cloudfront.net/aKNK57_WYynSvaw7IeoXTQ/{image_version}.jpg,"National Gallery of Art, Washington D.C.",https://d32dm0rphc51dk.cloudfront.net/aKNK57_WYynSvaw7IeoXTQ/normalized.jpg
515b10a99562c8fee20006f3,"Philippe, Duke of Anjou",Print,Engraving,,,,https://d32dm0rphc51dk.cloudfront.net/2JjiAVBWaoFkPN9qlcKXKQ/{image_version}.jpg,"National Gallery of Art, Washington D.C.",https://d32dm0rphc51dk.cloudfront.net/2JjiAVBWaoFkPN9qlcKXKQ/normalized.jpg
515b110205635113a500093f,The Holy Family with the Goldfinch,Print,Engraving,,,,https://d32dm0rphc51dk.cloudfront.net/-BdB8RjwF_66z6DDXL1e1Q/{image_version}.jpg,"National Gallery of Art, Washington D.C.",https://d32dm0rphc51dk.cloudfront.net/-BdB8RjwF_66z6DDXL1e1Q/normalized.jpg
515b1175056351dc3300096d,Fides (Faith),Print,Engraving,1530,,,https://d32dm0rphc51dk.cloudfront.net/KFiDohsBlNSIv_FZhmNTeQ/{image_version}.jpg,"National Gallery of Art, Washington D.C.",https://d32dm0rphc51dk.cloudfront.net/KFiDohsBlNSIv_FZhmNTeQ/normalized.jpg
515b119138ad2dfc7700074a,Genius on a Dolphin,Print,Engraving,1521,,,https://d32dm0rphc51dk.cloudfront.net/Df04ewG4U9mZTprXcO5fnA/{image_version}.jpg,"National Gallery of Art, Washington D.C.",https://d32dm0rphc51dk.cloudfront.net/Df04ewG4U9mZTprXcO5fnA/normalized.jpg
515b11a6223afae9a5000658,The Vision of God,Print,Engraving,1825,,,https://d32dm0rphc51dk.cloudfront.net/gyVkAWgYhJ_RQwM4-WWjsA/{image_version}.jpg,"National Gallery of Art, Washington D.C.",https://d32dm0rphc51dk.cloudfront.net/gyVkAWgYhJ_RQwM4-WWjsA/normalized.jpg
515b11ef9562c86fb80007e4,"James III, Prince of Wales",Print,Engraving,,,,https://d32dm0rphc51dk.cloudfront.net/Vpw0HOmoJ4wevUYTrHVYjQ/{image_version}.jpg,"National Gallery of Art, Washington D.C.",https://d32dm0rphc51dk.cloudfront.net/Vpw0HOmoJ4wevUYTrHVYjQ/normalized.jpg
515b11f238ad2dfc77000781,Saint Luke,Print,Engraving,ca. 1508,,,https://d32dm0rphc51dk.cloudfront.net/Q99ybsjdfFPddd5HZdln_g/{image_version}.jpg,"National Gallery of Art, Washington D.C.",https://d32dm0rphc51dk.cloudfront.net/Q99ybsjdfFPddd5HZdln_g/normalized.jpg
515b120738ad2d78ca0006c3,Christ before Annas,Print,Engraving,ca. 1480,,,https://d32dm0rphc51dk.cloudfront.net/TdrPRigenIDko4tD-W0h0g/{image_version}.jpg,"National Gallery of Art, Washington D.C.",https://d32dm0rphc51dk.cloudfront.net/TdrPRigenIDko4tD-W0h0g/normalized.jpg
515b123038ad2d78ca0006da,"Large Pendant, Surrounded by Twelve Small Studs",Print,Engraving,1593,,,https://d32dm0rphc51dk.cloudfront.net/CT1ZpLwVl4Qo9vhETDsOcg/{image_version}.jpg,"National Gallery of Art, Washington D.C.",https://d32dm0rphc51dk.cloudfront.net/CT1ZpLwVl4Qo9vhETDsOcg/normalized.jpg
515b127f9562c8fee2000813,The Penance of Saint John Chrysostom,Print,Engraving,ca. 1497,,,https://d32dm0rphc51dk.cloudfront.net/6Mlhx6HtBRLqwSfQ6VTqWg/{image_version}.jpg,"National Gallery of Art, Washington D.C.",https://d32dm0rphc51dk.cloudfront.net/6Mlhx6HtBRLqwSfQ6VTqWg/normalized.jpg
515b12939562c86fb8000830,Charity,Print,Engraving,published 1559,,,https://d32dm0rphc51dk.cloudfront.net/N8BIl5pZis-pBkd5RWI-4A/{image_version}.jpg,"National Gallery of Art, Washington D.C.",https://d32dm0rphc51dk.cloudfront.net/N8BIl5pZis-pBkd5RWI-4A/normalized.jpg
515b1352223afa7c740003b6,Martin Rijckaert,Print,Engraving,probably 1626/1641,,,https://d32dm0rphc51dk.cloudfront.net/Kja_c95V2d_FcIVjH2G6ig/{image_version}.jpg,"National Gallery of Art, Washington D.C.",https://d32dm0rphc51dk.cloudfront.net/Kja_c95V2d_FcIVjH2G6ig/normalized.jpg
515b13579562c8fee200087d,"Pieter Brueghel, the Younger",Print,Engraving,1606,,,https://d32dm0rphc51dk.cloudfront.net/WbVNMsZHUw8ucdu8GC3Z1A/{image_version}.jpg,"National Gallery of Art, Washington D.C.",https://d32dm0rphc51dk.cloudfront.net/WbVNMsZHUw8ucdu8GC3Z1A/normalized.jpg
515b13c605635113a5000b0a,The Fall of the Rebel Angels,Print,Engraving,1621,,,https://d32dm0rphc51dk.cloudfront.net/pjUF1KYYETAxdf0c1uJHZQ/{image_version}.jpg,"National Gallery of Art, Washington D.C.",https://d32dm0rphc51dk.cloudfront.net/pjUF1KYYETAxdf0c1uJHZQ/normalized.jpg
515b13ec9562c8fee20008b9,J.P. Bignon,Print,Engraving,,,,https://d32dm0rphc51dk.cloudfront.net/mYMLbm1YmqK8kMJWds_SXg/{image_version}.jpg,"National Gallery of Art, Washington D.C.",https://d32dm0rphc51dk.cloudfront.net/mYMLbm1YmqK8kMJWds_SXg/normalized.jpg
515b1426223afae9a50007ce,"Canto IV, Verse 328",Print,Engraving,1803,,,https://d32dm0rphc51dk.cloudfront.net/WZyYLaXU_Cntz9GUEyo9Dw/{image_version}.jpg,"National Gallery of Art, Washington D.C.",https://d32dm0rphc51dk.cloudfront.net/WZyYLaXU_Cntz9GUEyo9Dw/normalized.jpg
515b144b9562c8fee2000918,Temperancia,Print,Engraving,,,,https://d32dm0rphc51dk.cloudfront.net/LXkAbysA5THylIPFlT8uxQ/{image_version}.jpg,"National Gallery of Art, Washington D.C.",https://d32dm0rphc51dk.cloudfront.net/LXkAbysA5THylIPFlT8uxQ/normalized.jpg
515b14ae38ad2dfc77000900,Les divers pourtraicts et figures VIII,Print,Engraving,ca. 1600,,,https://d32dm0rphc51dk.cloudfront.net/3OhwZcYixIJATI-2xvNvQg/{image_version}.jpg,"National Gallery of Art, Washington D.C.",https://d32dm0rphc51dk.cloudfront.net/3OhwZcYixIJATI-2xvNvQg/normalized.jpg
515b14ed223afa7c74000495,Cain Killing Abel,Print,Engraving,1529,,,https://d32dm0rphc51dk.cloudfront.net/DEDFNOOQz2JD3YIlUjMy-Q/{image_version}.jpg,"National Gallery of Art, Washington D.C.",https://d32dm0rphc51dk.cloudfront.net/DEDFNOOQz2JD3YIlUjMy-Q/normalized.jpg
515b1507223afa7c740004ab,"Large Pendant, Lower Left and Right Two Creatures of the Sea",Print,Engraving,1596,,,https://d32dm0rphc51dk.cloudfront.net/p-2yZNMCkC2mhW-yhjUfXA/{image_version}.jpg,"National Gallery of Art, Washington D.C.",https://d32dm0rphc51dk.cloudfront.net/p-2yZNMCkC2mhW-yhjUfXA/normalized.jpg
515b153f38ad2dfc77000948,"Large Pendant, In Circular Form, Nude Man Flanked by Two Herms",Print,Engraving,1596,,,https://d32dm0rphc51dk.cloudfront.net/n5D3LKfXxa5Omqj6e5iTVA/{image_version}.jpg,"National Gallery of Art, Washington D.C.",https://d32dm0rphc51dk.cloudfront.net/n5D3LKfXxa5Omqj6e5iTVA/normalized.jpg
515b1563223afa7c740004d7,The Resurrection,Print,Engraving,,,,https://d32dm0rphc51dk.cloudfront.net/_UBM6twwuEvW6xU3q9OtoQ/{image_version}.jpg,"National Gallery of Art, Washington D.C.",https://d32dm0rphc51dk.cloudfront.net/_UBM6twwuEvW6xU3q9OtoQ/normalized.jpg
515b1583056351dc33000bd7,Christ before Pilate,Print,Engraving,1512,,,https://d32dm0rphc51dk.cloudfront.net/YrRMFSu5YPbgQNBDTXp1-w/{image_version}.jpg,"National Gallery of Art, Washington D.C.",https://d32dm0rphc51dk.cloudfront.net/YrRMFSu5YPbgQNBDTXp1-w/normalized.jpg
515b158338ad2dfc77000957,Cleopatra Standing,Print,Engraving,1529,,,https://d32dm0rphc51dk.cloudfront.net/ZJl1X1wP5K8UfUQa9CMmTw/{image_version}.jpg,"National Gallery of Art, Washington D.C.",https://d32dm0rphc51dk.cloudfront.net/ZJl1X1wP5K8UfUQa9CMmTw/normalized.jpg
515b15c5056351dc33000be8,"Jean Paul Bignon, Abbe du St. Quentin",Print,Engraving,,,,https://d32dm0rphc51dk.cloudfront.net/FRwzwUZi3jpv50V9wzKR6w/{image_version}.jpg,"National Gallery of Art, Washington D.C.",https://d32dm0rphc51dk.cloudfront.net/FRwzwUZi3jpv50V9wzKR6w/normalized.jpg
515b1601223afa7c74000525,Christ Telling His Disciples of the Parable of the Dragnet,Print,Engraving,probably c. 1576/1580,,,https://d32dm0rphc51dk.cloudfront.net/1GgaiuF90g04bYQ8wYeQOA/{image_version}.jpg,"National Gallery of Art, Washington D.C.",https://d32dm0rphc51dk.cloudfront.net/1GgaiuF90g04bYQ8wYeQOA/normalized.jpg
515b161f223afa7c74000543,Christ before Pilate,Print,Engraving,1596,,,https://d32dm0rphc51dk.cloudfront.net/f7ZVW7y9zT_XDarb45jk0A/{image_version}.jpg,"National Gallery of Art, Washington D.C.",https://d32dm0rphc51dk.cloudfront.net/f7ZVW7y9zT_XDarb45jk0A/normalized.jpg
515b167f9562c8fee2000a10,John Barclay,Print,Engraving,published 1623,,,https://d32dm0rphc51dk.cloudfront.net/4btcThXH-fkt60NqzXBplg/{image_version}.jpg,"National Gallery of Art, Washington D.C.",https://d32dm0rphc51dk.cloudfront.net/4btcThXH-fkt60NqzXBplg/normalized.jpg
515b16b105635113a5000cb9,The Marriage of the Virgin,Print,Engraving,ca. 1490/1500,,,https://d32dm0rphc51dk.cloudfront.net/-RO0qfjEv4RJY6UJK-PNHA/{image_version}.jpg,"National Gallery of Art, Washington D.C.",https://d32dm0rphc51dk.cloudfront.net/-RO0qfjEv4RJY6UJK-PNHA/normalized.jpg
515b170238ad2d78ca000998,Si mortiferum quid biberint ... (Saint John the Evangelist),Print,Engraving,,,,https://d32dm0rphc51dk.cloudfront.net/ui-qGIcXGCqGZU1niACw-Q/{image_version}.jpg,"National Gallery of Art, Washington D.C.",https://d32dm0rphc51dk.cloudfront.net/ui-qGIcXGCqGZU1niACw-Q/normalized.jpg
515b1720056351dc33000c92,Young Man and Maids,Print,Engraving,1506,,,https://d32dm0rphc51dk.cloudfront.net/cexaEX9oTNrjt7zIDqeBgQ/{image_version}.jpg,"National Gallery of Art, Washington D.C.",https://d32dm0rphc51dk.cloudfront.net/cexaEX9oTNrjt7zIDqeBgQ/normalized.jpg
515b175e9562c86fb8000ad5,Title Page,Print,Engraving,,,,https://d32dm0rphc51dk.cloudfront.net/ck0llZgIR67pdShmuw9FOg/{image_version}.jpg,"National Gallery of Art, Washington D.C.",https://d32dm0rphc51dk.cloudfront.net/ck0llZgIR67pdShmuw9FOg/normalized.jpg
515b1774223afae9a500097c,The Presentation of the Virgin,Print,Engraving,ca. 1490/1500,,,https://d32dm0rphc51dk.cloudfront.net/2VaVmys5442J2fEwDK5IYQ/{image_version}.jpg,"National Gallery of Art, Washington D.C.",https://d32dm0rphc51dk.cloudfront.net/2VaVmys5442J2fEwDK5IYQ/normalized.jpg
515b1775223afa7c740005c4,The Hangman,Print,Engraving,1619,,,https://d32dm0rphc51dk.cloudfront.net/xOO4uZtknee-dt7mqNxAXw/{image_version}.jpg,"National Gallery of Art, Washington D.C.",https://d32dm0rphc51dk.cloudfront.net/xOO4uZtknee-dt7mqNxAXw/normalized.jpg
515b187d9562c8fee2000b3d,Nicolas Chrystin,Print,Engraving,,,,https://d32dm0rphc51dk.cloudfront.net/J947KQ4uYx0GLjpuHwRdVA/{image_version}.jpg,"National Gallery of Art, Washington D.C.",https://d32dm0rphc51dk.cloudfront.net/J947KQ4uYx0GLjpuHwRdVA/normalized.jpg
515b1881056351dc33000d87,The Cook and His Wife,Print,Engraving,ca. 1496/1497,,,https://d32dm0rphc51dk.cloudfront.net/w_Idf5PeTlE3oWvIyks6lw/{image_version}.jpg,"National Gallery of Art, Washington D.C.",https://d32dm0rphc51dk.cloudfront.net/w_Idf5PeTlE3oWvIyks6lw/normalized.jpg
515b188f05635113a5000dba,Capital and Base of a Column,Print,Engraving,1543,,,https://d32dm0rphc51dk.cloudfront.net/8PlFbU_4UhLOokrOcHZpTQ/{image_version}.jpg,"National Gallery of Art, Washington D.C.",https://d32dm0rphc51dk.cloudfront.net/8PlFbU_4UhLOokrOcHZpTQ/normalized.jpg
515b18b805635113a5000dc9,Allegory of Fortune,Print,Engraving,,,,https://d32dm0rphc51dk.cloudfront.net/3mN_Ula0ZYn7Nsyygxs9rg/{image_version}.jpg,"National Gallery of Art, Washington D.C.",https://d32dm0rphc51dk.cloudfront.net/3mN_Ula0ZYn7Nsyygxs9rg/normalized.jpg
515b192f9562c86fb8000bfd,Henri de Mesmes,Print,Engraving,1650,,,https://d32dm0rphc51dk.cloudfront.net/4veyV9fBOHYjkvQU-5zchA/{image_version}.jpg,"National Gallery of Art, Washington D.C.",https://d32dm0rphc51dk.cloudfront.net/4veyV9fBOHYjkvQU-5zchA/normalized.jpg
515b19af223afae9a5000ac0,"Coats of Arms with Corner Portraits of Henry VII, Henry VIII, Edward VI, and Mary",Print,Engraving,,,,https://d32dm0rphc51dk.cloudfront.net/qs8tLM5_im84LSHalEgaoA/{image_version}.jpg,"National Gallery of Art, Washington D.C.",https://d32dm0rphc51dk.cloudfront.net/qs8tLM5_im84LSHalEgaoA/normalized.jpg
515b19ce38ad2dfc77000bbe,Simon de Vos,Print,Engraving,probably 1626/1641,,,https://d32dm0rphc51dk.cloudfront.net/Ava0OM1sKwRlE4ESsM8ENw/{image_version}.jpg,"National Gallery of Art, Washington D.C.",https://d32dm0rphc51dk.cloudfront.net/Ava0OM1sKwRlE4ESsM8ENw/normalized.jpg
515b19f738ad2dfc77000bda,Coat of Arms of the Passion,Print,Engraving,ca. 1455/1460,,,https://d32dm0rphc51dk.cloudfront.net/LMmoyw6-GWr0lnkn7xROdg/{image_version}.jpg,"National Gallery of Art, Washington D.C.",https://d32dm0rphc51dk.cloudfront.net/LMmoyw6-GWr0lnkn7xROdg/normalized.jpg
515b1a23223afae9a5000afc,Le Verrou,Print,Engraving,,,,https://d32dm0rphc51dk.cloudfront.net/nZgaHbZVBsOF2u1my2Ee4w/{image_version}.jpg,"National Gallery of Art, Washington D.C.",https://d32dm0rphc51dk.cloudfront.net/nZgaHbZVBsOF2u1my2Ee4w/normalized.jpg
515b1a709562c86fb8000cb8,Christ with Three of His Apostles,Print,Engraving,,,,https://d32dm0rphc51dk.cloudfront.net/3yrQJaOT_zgIf2EovsMb3g/{image_version}.jpg,"National Gallery of Art, Washington D.C.",https://d32dm0rphc51dk.cloudfront.net/3yrQJaOT_zgIf2EovsMb3g/normalized.jpg
515b1a8e056351dc33000ea7,The Baptism of the Eunuch by Saint Philip,Print,Engraving,,,,https://d32dm0rphc51dk.cloudfront.net/XUy0HvjiObbO-FhUsSP8oA/{image_version}.jpg,"National Gallery of Art, Washington D.C.",https://d32dm0rphc51dk.cloudfront.net/XUy0HvjiObbO-FhUsSP8oA/normalized.jpg
515b1b0c05635113a5000f58,Africa,Print,Engraving,1575,,,https://d32dm0rphc51dk.cloudfront.net/pfgCVxICtV46vt18-nRBKA/{image_version}.jpg,"National Gallery of Art, Washington D.C.",https://d32dm0rphc51dk.cloudfront.net/pfgCVxICtV46vt18-nRBKA/normalized.jpg
515b1b2e05635113a5000f75,"Brooch with Table-Stones, Winged Dragons at Top, and Griffins at Bottom",Print,Engraving,1596,,,https://d32dm0rphc51dk.cloudfront.net/XeipBiSrZwtxI8k6MaJnCw/{image_version}.jpg,"National Gallery of Art, Washington D.C.",https://d32dm0rphc51dk.cloudfront.net/XeipBiSrZwtxI8k6MaJnCw/normalized.jpg
